"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar productos al carrito de compras","Validar que cuando cliente busque un producto y lo agregue para comprarlo aparezca dicho producto en el carrito de compras","SUCCESS","2019-10-03T21:38:33.099-05:00[America/Bogota]","0.0","33.21"
